competencia;caixa;municipio;estado;valor
38961;39022;marechal deodoro;alagoas;1923,63
38961;39022;pilar;alagoas;10387,72
38961;39022;rio largo;alagoas;487,97
38961;39022;satuba;alagoas;2197,2
38961;39022;coari;amazonas;1599096,28
38961;39022;pojuca;bahia;211560,21
38961;39022;jaguare;espirito santo;26799,01
38961;39022;presidente kennedy;espirito santo;989185,88
38961;39022;armacao dos buzios;rio de janeiro;1830422,6
38961;39022;cabo frio;rio de janeiro;17918625,08
38961;39022;campos dos goytacazes;rio de janeiro;97798020,58
38961;39022;carapebus;rio de janeiro;387200,64
38961;39022;casimiro de abreu;rio de janeiro;5995387,79
38961;39022;macae;rio de janeiro;15372076,61
38961;39022;quissama;rio de janeiro;9948507,41
38961;39022;rio das ostras;rio de janeiro;30918451,76
38961;39022;sao joao da barra;rio de janeiro;2077870,95
38961;39022;areia branca;rio grande do norte;146061,89
38961;39022;mossoro;rio grande do norte;689033,43
38961;39022;carmopolis;sergipe;239349,62
38961;39022;general maynard;sergipe;1336,2
38961;39022;japaratuba;sergipe;249710,9
38961;39022;maruim;sergipe;6296,79
38961;39022;rosario do catete;sergipe;20277,9
38961;39022;santo amaro das brotas;sergipe;4679,41
39052;39114;coari;amazonas;1420379,67
39052;39114;pojuca;bahia;139848,19
39052;39114;jaguare;espirito santo;27199,99
39052;39114;presidente kennedy;espirito santo;741841,91
39052;39114;armacao dos buzios;rio de janeiro;1424104,85
39052;39114;cabo frio;rio de janeiro;13278682,55
39052;39114;campos dos goytacazes;rio de janeiro;81504402,44
39052;39114;carapebus;rio de janeiro;527343,2
39052;39114;casimiro de abreu;rio de janeiro;4788508,6
39052;39114;macae;rio de janeiro;11574823,61
39052;39114;quissama;rio de janeiro;10907504,99
39052;39114;rio das ostras;rio de janeiro;23717571,53
39052;39114;sao joao da barra;rio de janeiro;1558303,44
39052;39114;areia branca;rio grande do norte;154792,62
39052;39114;mossoro;rio grande do norte;612781,55
39052;39114;carmopolis;sergipe;249159,14
39052;39114;general maynard;sergipe;1428,5
39052;39114;japaratuba;sergipe;238852,41
39052;39114;maruim;sergipe;5623,63
39052;39114;rosario do catete;sergipe;19983,59
39052;39114;santo amaro das brotas;sergipe;4707,2
39142;39203;coari;amazonas;1529543,97
39142;39203;pojuca;bahia;116664,4
39142;39203;itapemirim;espirito santo;221632,96
39142;39203;jaguare;espirito santo;39700
39142;39203;marataizes;espirito santo;31638,15
39142;39203;presidente kennedy;espirito santo;1033416,05
39142;39203;armacao dos buzios;rio de janeiro;1651098,37
39142;39203;arraial do cabo;rio de janeiro;17545,45
39142;39203;cabo frio;rio de janeiro;14548080,02
39142;39203;campos dos goytacazes;rio de janeiro;95314475,98
39142;39203;carapebus;rio de janeiro;519393,84
39142;39203;casimiro de abreu;rio de janeiro;5387500,99
39142;39203;macae;rio de janeiro;14508411,57
39142;39203;quissama;rio de janeiro;12568826,84
39142;39203;rio das ostras;rio de janeiro;28745629,75
39142;39203;sao joao da barra;rio de janeiro;1638762,25
39142;39203;areia branca;rio grande do norte;183753,68
39142;39203;mossoro;rio grande do norte;734960,59
39142;39203;carmopolis;sergipe;313532,5
39142;39203;general maynard;sergipe;1900,6
39142;39203;japaratuba;sergipe;346155,31
39142;39203;maruim;sergipe;8527,38
39142;39203;rosario do catete;sergipe;27173,29
39142;39203;santo amaro das brotas;sergipe;6952,86
39234;39295;coari;amazonas;1613499,18
39234;39295;pojuca;bahia;100020,8
39234;39295;itapemirim;espirito santo;662969,61
39234;39295;jaguare;espirito santo;7414,64
39234;39295;marataizes;espirito santo;94639,05
39234;39295;presidente kennedy;espirito santo;1388342,27
39234;39295;armacao dos buzios;rio de janeiro;2123610,24
39234;39295;arraial do cabo;rio de janeiro;117561,07
39234;39295;cabo frio;rio de janeiro;15501076,4
39234;39295;campos dos goytacazes;rio de janeiro;103821396,5
39234;39295;carapebus;rio de janeiro;467618,04
39234;39295;casimiro de abreu;rio de janeiro;5632452,68
39234;39295;macae;rio de janeiro;18107268,05
39234;39295;quissama;rio de janeiro;11821852,19
39234;39295;rio das ostras;rio de janeiro;34309116,95
39234;39295;sao joao da barra;rio de janeiro;1324910,78
39234;39295;areia branca;rio grande do norte;212003,98
39234;39295;mossoro;rio grande do norte;804287,28
39234;39295;carmopolis;sergipe;358240,09
39234;39295;general maynard;sergipe;2238,95
39234;39295;japaratuba;sergipe;397702,89
39234;39295;maruim;sergipe;8870,41
39234;39295;rosario do catete;sergipe;29760,71
39234;39295;santo amaro das brotas;sergipe;8385,42
39326;39387;coari;amazonas;1641144,62
39326;39387;pojuca;bahia;100946,47
39326;39387;itapemirim;espirito santo;682717,48
39326;39387;marataizes;espirito santo;97458,06
39326;39387;presidente kennedy;espirito santo;1936561,59
39326;39387;armacao dos buzios;rio de janeiro;2376469,13
39326;39387;arraial do cabo;rio de janeiro;180210,18
39326;39387;cabo frio;rio de janeiro;16147121,85
39326;39387;campos dos goytacazes;rio de janeiro;112645952,7
39326;39387;carapebus;rio de janeiro;399014,18
39326;39387;casimiro de abreu;rio de janeiro;6381647,31
39326;39387;macae;rio de janeiro;20068167,96
39326;39387;quissama;rio de janeiro;11404270,81
39326;39387;rio das ostras;rio de janeiro;38070418,28
39326;39387;sao joao da barra;rio de janeiro;2429089,41
39326;39387;areia branca;rio grande do norte;248083,91
39326;39387;mossoro;rio grande do norte;974221,91
39326;39387;carmopolis;sergipe;381103,31
39326;39387;general maynard;sergipe;2662,98
39326;39387;japaratuba;sergipe;428210,5
39326;39387;maruim;sergipe;10288,52
39326;39387;rosario do catete;sergipe;37488,45
39326;39387;santo amaro das brotas;sergipe;9741,98
39417;39479;coari;amazonas;1931575,01
39417;39479;pojuca;bahia;70268,19
39417;39479;itapemirim;espirito santo;750057,76
39417;39479;marataizes;espirito santo;107070,9
39417;39479;presidente kennedy;espirito santo;5473367,86
39417;39479;armacao dos buzios;rio de janeiro;2174382,51
39417;39479;arraial do cabo;rio de janeiro;206376,14
39417;39479;cabo frio;rio de janeiro;13892449,13
39417;39479;campos dos goytacazes;rio de janeiro;130652195
39417;39479;carapebus;rio de janeiro;398341,22
39417;39479;casimiro de abreu;rio de janeiro;6333449,74
39417;39479;macae;rio de janeiro;21907403,3
39417;39479;quissama;rio de janeiro;11940805,68
39417;39479;rio das ostras;rio de janeiro;40560445,72
39417;39479;sao joao da barra;rio de janeiro;9696811,79
39417;39479;areia branca;rio grande do norte;227028,01
39417;39479;mossoro;rio grande do norte;1002646,88
39417;39479;carmopolis;sergipe;373063,77
39417;39479;general maynard;sergipe;2260,63
39417;39479;japaratuba;sergipe;381084,18
39417;39479;maruim;sergipe;10577,04
39417;39479;rosario do catete;sergipe;36153,25
39417;39479;santo amaro das brotas;sergipe;9488,5
39508;39569;coari;amazonas;2203110,42
39508;39569;pojuca;bahia;81955,6
39508;39569;aracruz;espirito santo;412186,17
39508;39569;fundao;espirito santo;68296,42
39508;39569;itapemirim;espirito santo;720075,9
39508;39569;linhares;espirito santo;516609
39508;39569;marataizes;espirito santo;102790,99
39508;39569;presidente kennedy;espirito santo;11310414,68
39508;39569;serra;espirito santo;173841,12
39508;39569;vitoria;espirito santo;15019,39
39508;39569;armacao dos buzios;rio de janeiro;2265982,79
39508;39569;arraial do cabo;rio de janeiro;259354,79
39508;39569;cabo frio;rio de janeiro;13466383,24
39508;39569;campos dos goytacazes;rio de janeiro;174485974,6
39508;39569;carapebus;rio de janeiro;477785,37
39508;39569;casimiro de abreu;rio de janeiro;6925667,6
39508;39569;macae;rio de janeiro;28432243,23
39508;39569;quissama;rio de janeiro;12632718,03
39508;39569;rio das ostras;rio de janeiro;50702171,17
39508;39569;sao joao da barra;rio de janeiro;22030005,99
39508;39569;areia branca;rio grande do norte;245876,23
39508;39569;mossoro;rio grande do norte;1132474,31
39508;39569;serra do mel;rio grande do norte;3098,83
39508;39569;carmopolis;sergipe;449720,7
39508;39569;general maynard;sergipe;2183,4
39508;39569;japaratuba;sergipe;459232,8
39508;39569;maruim;sergipe;13237,84
39508;39569;rosario do catete;sergipe;43656,64
39508;39569;santo amaro das brotas;sergipe;10414,22
39600;39661;coari;amazonas;2089516,7
39600;39661;pojuca;bahia;64562,69
39600;39661;aracruz;espirito santo;142669,28
39600;39661;fundao;espirito santo;23639,32
39600;39661;itapemirim;espirito santo;347486,09
39600;39661;linhares;espirito santo;635027,2
39600;39661;marataizes;espirito santo;49603,4
39600;39661;presidente kennedy;espirito santo;16684992,21
39600;39661;serra;espirito santo;60171,32
39600;39661;vitoria;espirito santo;5198,63
39600;39661;armacao dos buzios;rio de janeiro;2318708,63
39600;39661;arraial do cabo;rio de janeiro;272838,64
39600;39661;cabo frio;rio de janeiro;13115387,98
39600;39661;campos dos goytacazes;rio de janeiro;203364131,2
39600;39661;carapebus;rio de janeiro;537658,4
39600;39661;casimiro de abreu;rio de janeiro;6905410,3
39600;39661;macae;rio de janeiro;28320448,05
39600;39661;quissama;rio de janeiro;14420989,39
39600;39661;rio das ostras;rio de janeiro;50546573,78
39600;39661;sao joao da barra;rio de janeiro;34242983,32
39600;39661;areia branca;rio grande do norte;246831,86
39600;39661;mossoro;rio grande do norte;1242408,72
39600;39661;serra do mel;rio grande do norte;1964,15
39600;39661;carmopolis;sergipe;471988,2
39600;39661;general maynard;sergipe;2148,42
39600;39661;japaratuba;sergipe;467660,17
39600;39661;maruim;sergipe;12965,82
39600;39661;rosario do catete;sergipe;42576,81
39600;39661;santo amaro das brotas;sergipe;9620,32
39692;39753;coari;amazonas;1266031,07
39692;39753;pojuca;bahia;42175,43
39692;39753;itapemirim;espirito santo;143013,36
39692;39753;linhares;espirito santo;529274,78
39692;39753;marataizes;espirito santo;20415,06
39692;39753;presidente kennedy;espirito santo;7900168,56
39692;39753;armacao dos buzios;rio de janeiro;848691,51
39692;39753;arraial do cabo;rio de janeiro;74369,25
39692;39753;cabo frio;rio de janeiro;5148315,59
39692;39753;campos dos goytacazes;rio de janeiro;101061292,9
39692;39753;carapebus;rio de janeiro;164012,42
39692;39753;casimiro de abreu;rio de janeiro;3169238,93
39692;39753;macae;rio de janeiro;16059459,56
39692;39753;quissama;rio de janeiro;6543132,75
39692;39753;rio das ostras;rio de janeiro;27693524,14
39692;39753;sao joao da barra;rio de janeiro;16263559,75
39692;39753;areia branca;rio grande do norte;106212,65
39692;39753;mossoro;rio grande do norte;579971,7
39692;39753;serra do mel;rio grande do norte;1124,42
39692;39753;carmopolis;sergipe;80339,01
39692;39753;general maynard;sergipe;386,25
39692;39753;japaratuba;sergipe;79578,02
39692;39753;maruim;sergipe;2043,48
39692;39753;rosario do catete;sergipe;6845,34
39692;39753;santo amaro das brotas;sergipe;1788,23
39783;39845;coari;amazonas;1120212,24
39783;39845;pojuca;bahia;16465,62
39783;39845;itapemirim;espirito santo;6752,28
39783;39845;marataizes;espirito santo;963,88
39783;39845;presidente kennedy;espirito santo;8025995,25
39783;39845;armacao dos buzios;rio de janeiro;695163,21
39783;39845;arraial do cabo;rio de janeiro;43769,05
39783;39845;cabo frio;rio de janeiro;4639581,14
39783;39845;campos dos goytacazes;rio de janeiro;76582579,85
39783;39845;carapebus;rio de janeiro;151377,72
39783;39845;casimiro de abreu;rio de janeiro;2657790,27
39783;39845;macae;rio de janeiro;8233406,02
39783;39845;quissama;rio de janeiro;4384433,37
39783;39845;rio das ostras;rio de janeiro;15786214,22
39783;39845;sao joao da barra;rio de janeiro;16843652,55
39783;39845;areia branca;rio grande do norte;78200,37
39783;39845;mossoro;rio grande do norte;426261,54
39783;39845;serra do mel;rio grande do norte;822,43
39783;39845;carmopolis;sergipe;49749,5
39783;39845;general maynard;sergipe;231,12
39783;39845;japaratuba;sergipe;50691,36
39783;39845;maruim;sergipe;1258,71
39783;39845;rosario do catete;sergipe;4402,07
39783;39845;santo amaro das brotas;sergipe;967,92
39873;39934;coari;amazonas;1555503,68
39873;39934;pojuca;bahia;365,4
39873;39934;aracruz;espirito santo;11,88
39873;39934;fundao;espirito santo;1,97
39873;39934;itapemirim;espirito santo;117799,56
39873;39934;marataizes;espirito santo;16815,81
39873;39934;presidente kennedy;espirito santo;12308085,2
39873;39934;serra;espirito santo;5,01
39873;39934;vitoria;espirito santo;0,43
39873;39934;armacao dos buzios;rio de janeiro;1138633,17
39873;39934;arraial do cabo;rio de janeiro;60260,96
39873;39934;cabo frio;rio de janeiro;7599131,21
39873;39934;campos dos goytacazes;rio de janeiro;131971491,8
39873;39934;carapebus;rio de janeiro;225893,81
39873;39934;casimiro de abreu;rio de janeiro;3913630,02
39873;39934;macae;rio de janeiro;16541418,14
39873;39934;quissama;rio de janeiro;8334847,99
39873;39934;rio das ostras;rio de janeiro;31253378,08
39873;39934;sao joao da barra;rio de janeiro;25581204,49
39873;39934;areia branca;rio grande do norte;78885,48
39873;39934;mossoro;rio grande do norte;402171,18
39873;39934;serra do mel;rio grande do norte;492,88
39873;39934;carmopolis;sergipe;190217,29
39873;39934;general maynard;sergipe;648,16
39873;39934;japaratuba;sergipe;195410,21
39873;39934;maruim;sergipe;4816,76
39873;39934;rosario do catete;sergipe;15298,19
39873;39934;santo amaro das brotas;sergipe;3727,06
39965;40026;coari;amazonas;1666646,01
39965;40026;itapemirim;espirito santo;164375,78
39965;40026;marataizes;espirito santo;23464,53
39965;40026;presidente kennedy;espirito santo;12921865,6
39965;40026;armacao dos buzios;rio de janeiro;1794365,16
39965;40026;arraial do cabo;rio de janeiro;62205,69
39965;40026;cabo frio;rio de janeiro;11913097,91
39965;40026;campos dos goytacazes;rio de janeiro;148310355,7
39965;40026;carapebus;rio de janeiro;219529,91
39965;40026;casimiro de abreu;rio de janeiro;5122520,85
39965;40026;macae;rio de janeiro;20153909,9
39965;40026;quissama;rio de janeiro;6607221,19
39965;40026;rio das ostras;rio de janeiro;39253594,26
39965;40026;sao joao da barra;rio de janeiro;26762563,96
39965;40026;areia branca;rio grande do norte;101929,3
39965;40026;mossoro;rio grande do norte;515116,88
39965;40026;serra do mel;rio grande do norte;368,88
39965;40026;carmopolis;sergipe;265397,68
39965;40026;general maynard;sergipe;826,04
39965;40026;japaratuba;sergipe;293345,34
39965;40026;maruim;sergipe;6874,19
39965;40026;rosario do catete;sergipe;20054,46
39965;40026;santo amaro das brotas;sergipe;5299,88
40057;40118;coari;amazonas;1860174,53
40057;40118;cairu;bahia;22363,84
40057;40118;itapemirim;espirito santo;553650,81
40057;40118;marataizes;espirito santo;79033,29
40057;40118;presidente kennedy;espirito santo;12995311,96
40057;40118;armacao dos buzios;rio de janeiro;2082286,55
40057;40118;arraial do cabo;rio de janeiro;51204,76
40057;40118;cabo frio;rio de janeiro;13971501,27
40057;40118;campos dos goytacazes;rio de janeiro;162582676
40057;40118;carapebus;rio de janeiro;248869,93
40057;40118;casimiro de abreu;rio de janeiro;5635066,19
40057;40118;macae;rio de janeiro;25760631,07
40057;40118;quissama;rio de janeiro;5943403,46
40057;40118;rio das ostras;rio de janeiro;48161899,9
40057;40118;sao joao da barra;rio de janeiro;26014705,63
40057;40118;areia branca;rio grande do norte;114740,92
40057;40118;mossoro;rio grande do norte;501970,7
40057;40118;serra do mel;rio grande do norte;566,49
40057;40118;carmopolis;sergipe;244882,39
40057;40118;general maynard;sergipe;844,33
40057;40118;japaratuba;sergipe;253864,04
40057;40118;maruim;sergipe;7960,9
40057;40118;rosario do catete;sergipe;18649,06
40057;40118;santo amaro das brotas;sergipe;4821,89
40148;40210;coari;amazonas;1756061,43
40148;40210;pojuca;bahia;0,33
40148;40210;aracruz;espirito santo;619607,63
40148;40210;fundao;espirito santo;102664,74
40148;40210;itapemirim;espirito santo;452844,92
40148;40210;marataizes;espirito santo;64643,31
40148;40210;presidente kennedy;espirito santo;13013227,51
40148;40210;serra;espirito santo;261321,93
40148;40210;vitoria;espirito santo;22577,49
40148;40210;armacao dos buzios;rio de janeiro;2408894,19
40148;40210;arraial do cabo;rio de janeiro;30868,82
40148;40210;cabo frio;rio de janeiro;16442896,42
40148;40210;campos dos goytacazes;rio de janeiro;178434640,8
40148;40210;carapebus;rio de janeiro;201405,98
40148;40210;casimiro de abreu;rio de janeiro;6099175,37
40148;40210;macae;rio de janeiro;30894710,01
40148;40210;quissama;rio de janeiro;5163411,83
40148;40210;rio das ostras;rio de janeiro;56651240,1
40148;40210;sao joao da barra;rio de janeiro;26285954,87
40148;40210;areia branca;rio grande do norte;111883,32
40148;40210;mossoro;rio grande do norte;453786,83
40148;40210;serra do mel;rio grande do norte;1735,41
40148;40210;carmopolis;sergipe;240998,76
40148;40210;general maynard;sergipe;890,5
40148;40210;japaratuba;sergipe;243488,44
40148;40210;maruim;sergipe;7145,36
40148;40210;rosario do catete;sergipe;18962,26
40148;40210;santo amaro das brotas;sergipe;4806,29
40238;40299;coari;amazonas;2062976,65
40238;40299;cairu;bahia;462882,27
40238;40299;aracruz;espirito santo;1348938,14
40238;40299;fundao;espirito santo;223509,81
40238;40299;itapemirim;espirito santo;173900,28
40238;40299;linhares;espirito santo;160,83
40238;40299;marataizes;espirito santo;24824,15
40238;40299;presidente kennedy;espirito santo;13268139,34
40238;40299;serra;espirito santo;568919,9
40238;40299;armacao dos buzios;rio de janeiro;2598660,05
40238;40299;arraial do cabo;rio de janeiro;33025,73
40238;40299;cabo frio;rio de janeiro;16755210,12
40238;40299;campos dos goytacazes;rio de janeiro;152142622,2
40238;40299;carapebus;rio de janeiro;199599,94
40238;40299;casimiro de abreu;rio de janeiro;5164036,67
40238;40299;macae;rio de janeiro;19741451,2
40238;40299;quissama;rio de janeiro;4748147,52
40238;40299;rio das ostras;rio de janeiro;40425287,42
40238;40299;sao joao da barra;rio de janeiro;27467869,21
40238;40299;areia branca;rio grande do norte;88444,53
40238;40299;mossoro;rio grande do norte;384698,61
40238;40299;serra do mel;rio grande do norte;918,93
40238;40299;carmopolis;sergipe;231543,25
40238;40299;general maynard;sergipe;1006,8
40238;40299;japaratuba;sergipe;236347,16
40238;40299;maruim;sergipe;7042,4
40238;40299;rosario do catete;sergipe;18003,14
40238;40299;santo amaro das brotas;sergipe;4710,6
40330;40391;coari;amazonas;1828805,36
40330;40391;cairu;bahia;766814,64
40330;40391;pojuca;bahia;14403,68
40330;40391;aracruz;espirito santo;970465,69
40330;40391;fundao;espirito santo;160799,51
40330;40391;itapemirim;espirito santo;741288,56
40330;40391;marataizes;espirito santo;106343,54
40330;40391;presidente kennedy;espirito santo;12737724,69
40330;40391;serra;espirito santo;409297,68
40330;40391;vitoria;espirito santo;35362,18
40330;40391;armacao dos buzios;rio de janeiro;2557893,18
40330;40391;arraial do cabo;rio de janeiro;11135,68
40330;40391;cabo frio;rio de janeiro;17433581,23
40330;40391;campos dos goytacazes;rio de janeiro;122250012,2
40330;40391;carapebus;rio de janeiro;1250894,305
40330;40391;casimiro de abreu;rio de janeiro;5846745,967
40330;40391;macae;rio de janeiro;14910852,12
40330;40391;quissama;rio de janeiro;4121560,38
40330;40391;rio das ostras;rio de janeiro;19318134,38
40330;40391;sao joao da barra;rio de janeiro;25042317,87
40330;40391;areia branca;rio grande do norte;94965,37
40330;40391;mossoro;rio grande do norte;418115,11
40330;40391;serra do mel;rio grande do norte;1025,97
40330;40391;carmopolis;sergipe;195650,02
40330;40391;general maynard;sergipe;850
40330;40391;japaratuba;sergipe;218092,6
40330;40391;maruim;sergipe;5545,2
40330;40391;rosario do catete;sergipe;15668,38
40330;40391;santo amaro das brotas;sergipe;3792,37
40422;40483;coari;amazonas;1704669,28
40422;40483;cairu;bahia;172265,81
40422;40483;pojuca;bahia;1241,15
40422;40483;aracruz;espirito santo;565653,35
40422;40483;fundao;espirito santo;93724,88
40422;40483;itapemirim;espirito santo;1173411,6
40422;40483;linhares;espirito santo;45811,9
40422;40483;marataizes;espirito santo;167503,73
40422;40483;presidente kennedy;espirito santo;13628668,99
40422;40483;serra;espirito santo;238566,5
40422;40483;vitoria;espirito santo;20611,48
40422;40483;armacao dos buzios;rio de janeiro;3028717,89
40422;40483;arraial do cabo;rio de janeiro;18466,63
40422;40483;cabo frio;rio de janeiro;20525671,54
40422;40483;campos dos goytacazes;rio de janeiro;136248983
40422;40483;carapebus;rio de janeiro;156755,3
40422;40483;casimiro de abreu;rio de janeiro;6914393,741
40422;40483;macae;rio de janeiro;11231438,77
40422;40483;quissama;rio de janeiro;3725112,09
40422;40483;rio das ostras;rio de janeiro;29383330,72
40422;40483;sao joao da barra;rio de janeiro;25908841,28
40422;40483;areia branca;rio grande do norte;79296,99
40422;40483;mossoro;rio grande do norte;367692,48
40422;40483;serra do mel;rio grande do norte;746,93
40422;40483;carmopolis;sergipe;195876,21
40422;40483;general maynard;sergipe;779,34
40422;40483;japaratuba;sergipe;206838,48
40422;40483;maruim;sergipe;4928,34
40422;40483;rosario do catete;sergipe;15755,53
40422;40483;santo amaro das brotas;sergipe;3637,33
40513;40575;coari;amazonas;2817221
40513;40575;cairu;bahia;115397,43
40513;40575;pojuca;bahia;241,94
40513;40575;aracruz;espirito santo;377455,17
40513;40575;fundao;espirito santo;62541,73
40513;40575;itapemirim;espirito santo;7661923,8
40513;40575;marataizes;espirito santo;1960719,28
40513;40575;piuma;espirito santo;120484,34
40513;40575;presidente kennedy;espirito santo;20353049,39
40513;40575;serra;espirito santo;159193,19
40513;40575;vitoria;espirito santo;13753,85
40513;40575;armacao dos buzios;rio de janeiro;3378325,61
40513;40575;arraial do cabo;rio de janeiro;5288,31
40513;40575;cabo frio;rio de janeiro;23347646,96
40513;40575;campos dos goytacazes;rio de janeiro;159644635,1
40513;40575;carapebus;rio de janeiro;133279,43
40513;40575;casimiro de abreu;rio de janeiro;8275545,09
40513;40575;macae;rio de janeiro;16210897,81
40513;40575;quissama;rio de janeiro;3618822,74
40513;40575;rio das ostras;rio de janeiro;39494552,61
40513;40575;sao joao da barra;rio de janeiro;27267681,69
40513;40575;areia branca;rio grande do norte;122532,39
40513;40575;mossoro;rio grande do norte;563744,41
40513;40575;serra do mel;rio grande do norte;1132,17
40513;40575;carmopolis;sergipe;304709,49
40513;40575;general maynard;sergipe;1550,87
40513;40575;japaratuba;sergipe;323515,14
40513;40575;maruim;sergipe;7658,74
40513;40575;rosario do catete;sergipe;27353,15
40513;40575;santo amaro das brotas;sergipe;5229,94
40603;40664;coari;amazonas;3521685,6
40603;40664;aracruz;espirito santo;157322,21
40603;40664;fundao;espirito santo;26067,21
40603;40664;itapemirim;espirito santo;10188138,48
40603;40664;linhares;espirito santo;160855,55
40603;40664;marataizes;espirito santo;2552064,93
40603;40664;piuma;espirito santo;152548,77
40603;40664;presidente kennedy;espirito santo;24912916,16
40603;40664;serra;espirito santo;66351,26
40603;40664;vitoria;espirito santo;5732,56
40603;40664;armacao dos buzios;rio de janeiro;3542278,61
40603;40664;cabo frio;rio de janeiro;24986997,93
40603;40664;campos dos goytacazes;rio de janeiro;176543510
40603;40664;carapebus;rio de janeiro;876245,43
40603;40664;casimiro de abreu;rio de janeiro;9021855,48
40603;40664;itaguai;rio de janeiro;574,86
40603;40664;macae;rio de janeiro;22407710,11
40603;40664;parati;rio de janeiro;228233,31
40603;40664;quissama;rio de janeiro;3146171,31
40603;40664;rio das ostras;rio de janeiro;44284630,35
40603;40664;rio de janeiro;rio de janeiro;5635,32
40603;40664;sao joao da barra;rio de janeiro;31501811,3
40603;40664;areia branca;rio grande do norte;140485,28
40603;40664;mossoro;rio grande do norte;587330,15
40603;40664;serra do mel;rio grande do norte;1185,83
40603;40664;carmopolis;sergipe;318416,43
40603;40664;general maynard;sergipe;1301,85
40603;40664;japaratuba;sergipe;346140,84
40603;40664;maruim;sergipe;6725,54
40603;40664;rosario do catete;sergipe;33639,05
40603;40664;santo amaro das brotas;sergipe;5083,91
40695;40756;coari;amazonas;3883383,35
40695;40756;cairu;bahia;135816,85
40695;40756;itapemirim;espirito santo;12522227,95
40695;40756;linhares;espirito santo;186860,21
40695;40756;marataizes;espirito santo;2799897,97
40695;40756;piuma;espirito santo;140686,81
40695;40756;presidente kennedy;espirito santo;26795472,79
40695;40756;armacao dos buzios;rio de janeiro;3322254,97
40695;40756;cabo frio;rio de janeiro;24287580,45
40695;40756;campos dos goytacazes;rio de janeiro;155938387
40695;40756;carapebus;rio de janeiro;756328,29
40695;40756;casimiro de abreu;rio de janeiro;9785136,72
40695;40756;macae;rio de janeiro;14765164,34
40695;40756;quissama;rio de janeiro;3133638,56
40695;40756;rio das ostras;rio de janeiro;34409501,19
40695;40756;sao joao da barra;rio de janeiro;31013823,25
40695;40756;areia branca;rio grande do norte;137798,83
40695;40756;mossoro;rio grande do norte;658574,04
40695;40756;serra do mel;rio grande do norte;1211,46
40695;40756;carmopolis;sergipe;321146,76
40695;40756;general maynard;sergipe;1154,24
40695;40756;japaratuba;sergipe;352177,11
40695;40756;maruim;sergipe;6121,01
40695;40756;rosario do catete;sergipe;33763,17
40695;40756;santo amaro das brotas;sergipe;4452,18
40787;40848;coari;amazonas;3954343,49
40787;40848;cairu;bahia;197843,04
40787;40848;itapemirim;espirito santo;21657686,65
40787;40848;marataizes;espirito santo;3950020,64
40787;40848;piuma;espirito santo;119291,37
40787;40848;presidente kennedy;espirito santo;37756927,12
40787;40848;armacao dos buzios;rio de janeiro;4118245,98
40787;40848;cabo frio;rio de janeiro;28629274,93
40787;40848;campos dos goytacazes;rio de janeiro;177225969,3
40787;40848;carapebus;rio de janeiro;791237,37
40787;40848;casimiro de abreu;rio de janeiro;10698779,67
40787;40848;macae;rio de janeiro;18324046,48
40787;40848;marica;rio de janeiro;861397,55
40787;40848;niteroi;rio de janeiro;758310,64
40787;40848;quissama;rio de janeiro;4143826,11
40787;40848;rio das ostras;rio de janeiro;41400403,78
40787;40848;rio de janeiro;rio de janeiro;140569,32
40787;40848;sao joao da barra;rio de janeiro;32247093,63
40787;40848;areia branca;rio grande do norte;130660,84
40787;40848;mossoro;rio grande do norte;603082,5
40787;40848;serra do mel;rio grande do norte;1052,08
40787;40848;carmopolis;sergipe;347637,44
40787;40848;general maynard;sergipe;981,92
40787;40848;japaratuba;sergipe;364466,95
40787;40848;maruim;sergipe;6782,21
40787;40848;rosario do catete;sergipe;37741,55
40787;40848;santo amaro das brotas;sergipe;6149,05
40878;40940;coari;amazonas;3671026,41
40878;40940;cairu;bahia;311547,01
40878;40940;itapemirim;espirito santo;22279906,53
40878;40940;marataizes;espirito santo;5022591,48
40878;40940;piuma;espirito santo;256002,4
40878;40940;presidente kennedy;espirito santo;35819425,39
40878;40940;armacao dos buzios;rio de janeiro;5597660,16
40878;40940;arraial do cabo;rio de janeiro;5567,68
40878;40940;cabo frio;rio de janeiro;38211289,44
40878;40940;campos dos goytacazes;rio de janeiro;187930918,6
40878;40940;carapebus;rio de janeiro;704748,44
40878;40940;casimiro de abreu;rio de janeiro;13415424,07
40878;40940;macae;rio de janeiro;17563003,43
40878;40940;marica;rio de janeiro;1735055,39
40878;40940;niteroi;rio de janeiro;1527414,34
40878;40940;quissama;rio de janeiro;4549833,09
40878;40940;rio das ostras;rio de janeiro;44937015,47
40878;40940;rio de janeiro;rio de janeiro;283139,37
40878;40940;sao joao da barra;rio de janeiro;28260384,14
40878;40940;areia branca;rio grande do norte;148866,64
40878;40940;mossoro;rio grande do norte;737227,7
40878;40940;serra do mel;rio grande do norte;864,2
40878;40940;carmopolis;sergipe;398914,25
40878;40940;general maynard;sergipe;1409,2
40878;40940;japaratuba;sergipe;441694,79
40878;40940;maruim;sergipe;7708,93
40878;40940;rosario do catete;sergipe;43095,44
40878;40940;santo amaro das brotas;sergipe;15618,95
40969;41030;coari;amazonas;4112818,72
40969;41030;cairu;bahia;635156,44
40969;41030;itapemirim;espirito santo;23643661,2
40969;41030;marataizes;espirito santo;4714781,87
40969;41030;piuma;espirito santo;184014,68
